,Label
33416,5
9405,1
29043,5
484,0
2327,0
28700,5
5571,0
16166,1
28249,5
34693,5
4219,0
23550,4
17688,2
17330,1
6454,0
36129,5
13799,1
24548,3
5967,0
35603,5
28649,5
23463,4
36889,5
9501,1
6922,0
19904,2
31976,5
27785,3
21338,2
16159,1
26971,3
7968,0
13902,1
313,0
25843,3
34494,5
15732,1
1595,0
20442,2
8247,0
34207,5
2048,0
29757,5
29697,5
19764,2
5013,0
9477,1
19011,2
32901,5
28812,5
12283,1
12453,1
13559,1
19251,2
2686,0
22328,2
17882,2
32004,5
8426,0
8445,0
32934,5
11335,1
13006,1
6622,0
28239,5
3037,0
18236,2
34157,5
26957,3
36817,5
10922,1
32196,5
7175,0
8302,0
15003,1
30053,5
29743,5
911,0
30860,5
11968,1
5337,0
22914,2
24811,3
33207,5
14114,1
26119,3
15150,1
10796,1
18748,2
32467,5
35681,5
7511,0
13906,1
27322,3
15615,1
10170,1
206,0
21466,2
32663,5
19596,2
34444,5
6194,0
3115,0
25853,3
31706,5
28744,5
24958,3
30683,5
3774,0
30680,5
1260,0
20003,2
7381,0
2799,0
4993,0
28171,5
28691,5
403,0
35282,5
27799,3
20125,2
28002,5
18134,2
8087,0
6065,0
6878,0
14528,1
12874,1
17715,2
1189,0
19689,2
19790,2
27914,5
37401,5
36923,5
3863,0
1735,0
18982,2
37007,5
36033,5
10519,1
8841,0
6876,0
11303,1
7330,0
10902,1
23111,2
11905,1
26989,3
29495,5
15082,1
9505,1
942,0
1403,0
29688,5
4224,0
12326,1
29525,5
12091,1
18498,2
5444,0
13150,1
23832,4
4778,0
979,0
30831,5
23352,4
8379,0
33997,5
20095,2
12004,1
10689,1
26905,3
28270,5
9212,1
12725,1
30571,5
24286,3
17681,2
35947,5
1669,0
2123,0
35901,5
19732,2
35469,5
26165,3
34632,5
6908,0
30661,5
15611,1
29748,5
17029,1
20539,2
23762,4
5607,0
28214,5
20377,2
18824,2
29890,5
18913,2
17478,1
28728,5
17936,2
28705,5
25094,3
9283,1
29993,5
1786,0
17592,2
10809,1
23714,4
26497,3
6414,0
19121,2
2602,0
29420,5
35150,5
3919,0
5150,0
31836,5
33353,5
5373,0
24137,4
25836,3
15718,1
36278,5
35348,5
32179,5
19870,2
311,0
17299,1
35677,5
22071,2
1062,0
34980,5
7624,0
6717,0
7912,0
29925,5
30152,5
18062,2
17913,2
13740,1
26295,3
23738,4
2194,0
36974,5
6514,0
32431,5
2915,0
15000,1
36865,5
25479,3
25140,3
22797,2
25483,3
8466,0
22114,2
35290,5
3306,0
23472,4
27447,3
30101,5
34953,5
27691,3
5822,0
118,0
6332,0
14622,1
11580,1
27573,3
33887,5
7077,0
14524,1
186,0
10256,1
5045,0
26235,3
22600,2
5272,0
5609,0
16334,1
30708,5
37112,5
27121,3
15444,1
28496,5
31999,5
5098,0
7289,0
18803,2
30339,5
9701,1
10939,1
4525,0
35192,5
8178,0
27075,3
22804,2
30205,5
30998,5
30421,5
28125,5
1319,0
22474,2
20387,2
5470,0
20817,2
10733,1
34483,5
12441,1
22340,2
4742,0
3523,0
18276,2
11067,1
30872,5
25044,3
57,0
8609,0
31409,5
14434,1
14330,1
33226,5
14658,1
15903,1
1501,0
16454,1
2557,0
24872,3
17515,2
15480,1
9026,0
21508,2
21284,2
23084,2
29425,5
910,0
35576,5
12305,1
4805,0
17301,1
29921,5
465,0
7733,0
15092,1
9518,1
17618,2
1294,0
31197,5
18794,2
32445,5
5926,0
22566,2
20289,2
17017,1
16158,1
16254,1
11634,1
20475,2
3154,0
5086,0
31395,5
2816,0
28689,5
8920,0
24485,3
21683,2
9967,1
614,0
8945,0
25131,3
35823,5
31749,5
13724,1
17145,1
26131,3
14292,1
18581,2
26474,3
8246,0
25722,3
13863,1
13092,1
19632,2
14816,1
34199,5
9430,1
1812,0
268,0
35599,5
12859,1
13099,1
27806,3
25454,3
3557,0
1565,0
14619,1
20872,2
1443,0
1453,0
34900,5
7498,0
8890,0
23914,4
5229,0
3536,0
36104,5
25987,3
23338,4
36086,5
33178,5
16902,1
13846,1
17559,2
18452,2
3689,0
31898,5
6181,0
31983,5
526,0
36471,5
20126,2
5170,0
11302,1
17248,1
9197,1
6751,0
33074,5
31321,5
31598,5
36771,5
34948,5
3812,0
33300,5
13549,1
1161,0
23497,4
33423,5
17228,1
22188,2
18259,2
19678,2
30369,5
26110,3
10545,1
6939,0
20667,2
6795,0
3584,0
25030,3
3200,0
1743,0
33091,5
32202,5
12163,1
22069,2
32486,5
34313,5
18769,2
35005,5
1667,0
8373,0
9942,1
13014,1
31864,5
50,0
30151,5
35733,5
27668,3
28340,5
7639,0
37360,5
21640,2
79,0
6489,0
22645,2
3258,0
1233,0
23503,4
23507,4
32259,5
11712,1
11702,1
31519,5
20704,2
10293,1
21043,2
34113,5
11515,1
18876,2
19567,2
23789,4
7395,0
27206,3
8234,0
33976,5
21235,2
20,0
6315,0
17826,2
33158,5
17981,2
27090,3
24118,4
5650,0
36694,5
28438,5
35581,5
24903,3
33603,5
30019,5
14560,1
16027,1
10079,1
19579,2
36992,5
30598,5
509,0
36567,5
5845,0
12567,1
12595,1
12746,1
20301,2
31524,5
10482,1
3050,0
2394,0
34711,5
7325,0
22347,2
1615,0
31368,5
27054,3
36311,5
28031,5
8540,0
37111,5
29747,5
18040,2
25912,3
8649,0
33343,5
304,0
23214,4
37272,5
19032,2
21772,2
19101,2
7089,0
2932,0
30663,5
34121,5
12061,1
8022,0
27950,5
34319,5
6451,0
28491,5
7034,0
31228,5
265,0
15239,1
23900,4
491,0
15134,1
14838,1
13830,1
21011,2
5303,0
2083,0
1299,0
20984,2
32744,5
3350,0
22458,2
19098,2
36584,5
6959,0
28416,5
5178,0
13530,1
20268,2
3784,0
23154,4
15747,1
20064,2
15563,1
6598,0
20338,2
4073,0
6301,0
33524,5
15019,1
5875,0
5377,0
21335,2
31066,5
34852,5
2064,0
15141,1
16183,1
22988,2
22777,2
608,0
35821,5
5160,0
26290,3
35982,5
433,0
30372,5
8805,0
10610,1
4678,0
24240,3
34887,5
8345,0
7076,0
26646,3
6735,0
30943,5
6524,0
6843,0
29032,5
17639,2
3451,0
3334,0
13796,1
26814,3
13300,1
27590,3
9549,1
26492,3
23370,4
27969,5
20146,2
12496,1
33040,5
18154,2
4542,0
5271,0
10032,1
34398,5
1256,0
36761,5
7567,0
17951,2
33698,5
34048,5
23671,4
24435,3
30006,5
16360,1
16629,1
4622,0
5696,0
14155,1
32348,5
32148,5
1309,0
37293,5
36177,5
24712,3
6850,0
5767,0
27681,3
36885,5
21223,2
35940,5
24676,3
31748,5
24803,3
18045,2
23855,4
12406,1
11475,1
6851,0
25849,3
24002,4
3538,0
18944,2
23951,4
23650,4
4185,0
13716,1
35985,5
28866,5
10629,1
16436,1
8693,0
29106,5
18246,2
22751,2
23675,4
28671,5
15899,1
23390,4
5234,0
34061,5
31755,5
25993,3
7559,0
30528,5
12823,1
19840,2
29281,5
24188,3
20348,2
18631,2
31550,5
30191,5
6839,0
20285,2
23475,4
5825,0
17388,1
22382,2
4856,0
9063,0
3545,0
7386,0
13610,1
23257,4
34587,5
23660,4
31694,5
9804,1
25578,3
23181,4
19740,2
27009,3
22028,2
24007,4
7374,0
14732,1
19502,2
30298,5
8224,0
3036,0
20625,2
3802,0
1961,0
4757,0
890,0
32144,5
19154,2
15949,1
13650,1
10829,1
20128,2
139,0
15004,1
14984,1
10465,1
25880,3
1292,0
3558,0
9560,1
27945,5
29802,5
11223,1
1120,0
14008,1
33329,5
7770,0
2311,0
4428,0
35636,5
26649,3
37148,5
17586,2
9104,1
34875,5
26737,3
1788,0
25289,3
12869,1
17531,2
21167,2
20405,2
4699,0
11620,1
12955,1
14512,1
5533,0
28949,5
10449,1
25992,3
31330,5
13265,1
25137,3
18534,2
1115,0
4101,0
19551,2
25231,3
11188,1
6134,0
18145,2
22220,2
32440,5
14882,1
28110,5
14439,1
4353,0
29907,5
24147,3
36122,5
4418,0
26413,3
29789,5
30027,5
19728,2
14927,1
17482,1
32396,5
7759,0
2740,0
32289,5
19242,2
17585,2
22906,2
21945,2
23580,4
29437,5
30610,5
27180,3
20256,2
32826,5
16751,1
18283,2
8996,0
2994,0
7003,0
14754,1
4784,0
18536,2
5563,0
17780,2
20162,2
5582,0
27118,3
18079,2
13798,1
34120,5
4851,0
35689,5
28991,5
9254,1
11806,1
9041,0
7803,0
37174,5
21695,2
15716,1
34815,5
2015,0
28736,5
7120,0
2934,0
35057,5
5003,0
5832,0
34214,5
25167,3
26758,3
20051,2
6976,0
7946,0
35610,5
1744,0
21110,2
8070,0
9800,1
24853,3
1856,0
12388,1
805,0
33521,5
19287,2
23960,4
7751,0
23138,4
22875,2
23992,4
15942,1
10896,1
35812,5
25425,3
17595,2
35473,5
15086,1
25113,3
7932,0
31324,5
29479,5
12007,1
21666,2
22552,2
2034,0
18634,2
31714,5
17315,1
32104,5
14762,1
23023,2
19416,2
7712,0
30470,5
17113,1
1320,0
36469,5
21988,2
31629,5
13671,1
9241,1
7159,0
21982,2
21156,2
29213,5
6713,0
16264,1
11503,1
19541,2
37400,5
9165,1
19753,2
13072,1
36050,5
31899,5
32082,5
23033,2
18551,2
8981,0
19694,2
6390,0
31554,5
6104,0
34640,5
15332,1
36181,5
17786,2
35775,5
27010,3
11560,1
27601,3
9620,1
28442,5
25617,3
8791,0
2630,0
22409,2
12476,1
9023,0
847,0
27264,3
21734,2
30341,5
4097,0
3542,0
36930,5
17848,2
11845,1
35163,5
5712,0
15466,1
30097,5
24466,3
15700,1
2875,0
16049,1
35584,5
28175,5
36813,5
23147,4
15878,1
19992,2
20100,2
30427,5
20633,2
1701,0
7563,0
14520,1
9306,1
12765,1
4654,0
14023,1
24915,3
33317,5
11518,1
21880,2
581,0
2916,0
13222,1
18979,2
247,0
23846,4
792,0
34077,5
18047,2
15293,1
11529,1
26353,3
18038,2
12145,1
27558,3
27619,3
35523,5
24709,3
31443,5
19386,2
10776,1
19027,2
10366,1
37399,5
26680,3
25468,3
32631,5
8392,0
14087,1
1202,0
1750,0
9462,1
2677,0
13694,1
7855,0
22478,2
2744,0
15965,1
37102,5
32177,5
27820,3
8171,0
3562,0
13771,1
16916,1
6808,0
8914,0
27443,3
28681,5
26938,3
9118,1
30132,5
27167,3
10103,1
27136,3
20259,2
5807,0
24868,3
26713,3
31499,5
33571,5
12620,1
22420,2
29989,5
13814,1
21299,2
18093,2
25504,3
29053,5
34116,5
11562,1
13296,1
10136,1
20215,2
22441,2
3446,0
34320,5
33009,5
14308,1
22516,2
5422,0
11854,1
27910,3
15149,1
15272,1
34165,5
36296,5
8963,0
28871,5
15439,1
10231,1
10066,1
11329,1
14375,1
26879,3
4846,0
22209,2
8160,0
35776,5
14018,1
2426,0
29087,5
31620,5
17099,1
6862,0
16680,1
2292,0
15457,1
28620,5
7065,0
26590,3
6478,0
26470,3
3016,0
12176,1
3163,0
10839,1
32101,5
27282,3
15560,1
1177,0
8613,0
33131,5
36332,5
1297,0
29637,5
28313,5
29995,5
729,0
11685,1
17169,1
332,0
10631,1
11729,1
12184,1
5260,0
8847,0
562,0
25064,3
9164,1
1796,0
27507,3
27663,3
1478,0
18555,2
34163,5
34131,5
10460,1
14418,1
36573,5
23068,2
36913,5
4556,0
18316,2
28037,5
16051,1
1558,0
5424,0
11663,1
11552,1
5217,0
16522,1
37205,5
32393,5
253,0
9772,1
16539,1
18570,2
31765,5
5207,0
13396,1
36215,5
4809,0
24545,3
20736,2
28531,5
27016,3
1236,0
35508,5
4880,0
5520,0
30942,5
34593,5
20609,2
2408,0
11943,1
18903,2
23295,4
36167,5
5240,0
32932,5
7043,0
16494,1
20604,2
12402,1
28832,5
1774,0
32251,5
22136,2
19564,2
1038,0
37079,5
19737,2
29370,5
22268,2
12897,1
30252,5
21559,2
25127,3
19683,2
24236,3
13683,1
16588,1
35878,5
33711,5
2730,0
10950,1
24791,3
5252,0
21219,2
12173,1
9968,1
5191,0
34748,5
22352,2
9134,1
7439,0
3458,0
17857,2
34511,5
30120,5
20174,2
27675,3
4156,0
31953,5
7117,0
33510,5
5667,0
2999,0
14542,1
13910,1
7774,0
23770,4
31259,5
30121,5
21844,2
670,0
11874,1
24400,3
20541,2
19203,2
5071,0
27773,3
1282,0
34548,5
2729,0
5,0
19324,2
24776,3
5793,0
26289,3
5843,0
5915,0
24810,3
3408,0
20131,2
5180,0
12644,1
36135,5
18482,2
31923,5
7711,0
16170,1
31543,5
3074,0
33218,5
25075,3
4358,0
3857,0
12838,1
6757,0
16009,1
3453,0
31926,5
8965,0
29474,5
2524,0
36051,5
18016,2
36702,5
15201,1
32166,5
16801,1
34422,5
37091,5
30025,5
9070,0
11051,1
13997,1
633,0
17335,1
18250,2
2066,0
20970,2
6030,0
17485,1
22944,2
19626,2
34285,5
6479,0
14974,1
2554,0
27081,3
19673,2
4290,0
15492,1
32839,5
28792,5
2417,0
9486,1
11891,1
20866,2
24394,3
34209,5
29171,5
22981,2
36137,5
22848,2
15405,1
30622,5
27561,3
5826,0
762,0
33424,5
5480,0
30634,5
6468,0
12233,1
32684,5
19741,2
16024,1
963,0
26472,3
34175,5
27737,3
29341,5
36006,5
18662,2
22860,2
8090,0
31595,5
15980,1
18679,2
20881,2
18597,2
13474,1
28257,5
22177,2
3159,0
13337,1
16073,1
34189,5
284,0
9311,1
5983,0
7585,0
9447,1
8288,0
31316,5
4261,0
16142,1
4540,0
27633,3
36520,5
9016,0
5586,0
30648,5
12969,1
35321,5
36201,5
2406,0
34151,5
4503,0
24968,3
18063,2
13720,1
12095,1
14026,1
597,0
17055,1
25835,3
16699,1
4350,0
17696,2
9948,1
17486,1
9792,1
19573,2
16213,1
14175,1
7960,0
25642,3
23432,4
15950,1
30689,5
3333,0
35885,5
17985,2
11366,1
25283,3
10895,1
6821,0
16485,1
7285,0
10374,1
18092,2
6154,0
36305,5
16918,1
6530,0
14185,1
8772,0
18642,2
33970,5
3369,0
29605,5
5018,0
14151,1
32677,5
20027,2
37366,5
14987,1
16782,1
32350,5
18066,2
36806,5
25864,3
35988,5
35188,5
18292,2
16471,1
33928,5
36096,5
22153,2
18526,2
24206,3
26869,3
28147,5
23360,4
24611,3
14642,1
27790,3
15166,1
2433,0
10528,1
2364,0
17250,1
3430,0
9809,1
12136,1
10243,1
3839,0
8432,0
566,0
18898,2
20139,2
27489,3
29067,5
29840,5
12923,1
4087,0
5946,0
6567,0
24050,4
9192,1
26321,3
30630,5
9532,1
5964,0
20032,2
26239,3
19533,2
14577,1
23775,4
31510,5
5606,0
17914,2
6483,0
4848,0
25829,3
16019,1
13383,1
19556,2
26628,3
1659,0
34029,5
3910,0
3658,0
569,0
12267,1
15915,1
30665,5
32899,5
7954,0
1093,0
1936,0
14712,1
16467,1
26581,3
29862,5
7312,0
12169,1
23572,4
24946,3
17076,1
16013,1
15883,1
31668,5
10157,1
24558,3
13973,1
30718,5
13367,1
11002,1
12029,1
11066,1
33194,5
34966,5
30953,5
18587,2
9642,1
11642,1
4834,0
24221,3
5201,0
36379,5
373,0
21525,2
19690,2
23272,4
37267,5
3264,0
11028,1
32318,5
27798,3
25814,3
22668,2
8758,0
3129,0
3817,0
2977,0
8273,0
11402,1
16594,1
13960,1
4908,0
4470,0
37371,5
28139,5
27755,3
22156,2
10870,1
26987,3
18914,2
13087,1
23837,4
12084,1
31224,5
27797,3
6637,0
11167,1
30765,5
27057,3
24017,4
20814,2
14360,1
5525,0
35285,5
27226,3
18891,2
33953,5
14865,1
32238,5
9901,1
24343,3
17604,2
22182,2
144,0
7189,0
7643,0
20315,2
12542,1
6546,0
16780,1
19176,2
34136,5
7805,0
16328,1
3124,0
37103,5
30873,5
3067,0
37093,5
15437,1
21327,2
27363,3
5057,0
35972,5
25084,3
10126,1
22818,2
10795,1
26688,3
2860,0
6449,0
929,0
28177,5
1170,0
9710,1
10471,1
23511,4
17269,1
5216,0
10329,1
15895,1
5451,0
9743,1
8491,0
31210,5
14228,1
19635,2
13903,1
27600,3
7051,0
14947,1
24789,3
36745,5
17456,1
21623,2
20688,2
4822,0
2242,0
24928,3
24685,3
17798,2
26105,3
22158,2
24553,3
35703,5
17493,1
22117,2
5636,0
29371,5
2215,0
2849,0
15850,1
34637,5
6399,0
24850,3
34014,5
37363,5
24035,4
16509,1
33067,5
11978,1
1858,0
34352,5
3287,0
90,0
14884,1
17356,1
26804,3
33699,5
29948,5
12988,1
16547,1
19358,2
35517,5
6434,0
34504,5
887,0
20808,2
4720,0
20543,2
37405,5
24887,3
34695,5
27155,3
23678,4
6548,0
36176,5
32050,5
19073,2
17730,2
7893,0
14928,1
25161,3
24401,3
16960,1
34308,5
11206,1
10865,1
30771,5
14204,1
18592,2
15730,1
16382,1
27930,5
12006,1
26493,3
14070,1
35036,5
33192,5
28279,5
30201,5
7333,0
5320,0
33833,5
27265,3
30238,5
12158,1
19685,2
4371,0
26184,3
7904,0
15526,1
4697,0
26515,3
31351,5
11604,1
28448,5
23178,4
14374,1
12487,1
4509,0
347,0
34855,5
10818,1
7111,0
36439,5
31325,5
9029,0
14744,1
11241,1
32751,5
13918,1
12178,1
31141,5
26631,3
28599,5
17807,2
10197,1
9060,0
36524,5
31379,5
22155,2
22937,2
16665,1
15550,1
28800,5
9235,1
28854,5
23377,4
4004,0
5906,0
28945,5
33058,5
7850,0
16368,1
30468,5
25844,3
21117,2
34235,5
3088,0
3694,0
27173,3
33452,5
5761,0
23717,4
31483,5
20317,2
14743,1
35713,5
3777,0
35177,5
33936,5
24272,3
24756,3
955,0
36446,5
23514,4
36614,5
27768,3
17277,1
16466,1
10938,1
36440,5
33640,5
29885,5
5004,0
18713,2
8546,0
27002,3
32938,5
36359,5
19078,2
20642,2
85,0
983,0
36798,5
10676,1
28557,5
10431,1
30813,5
24004,4
9145,1
3177,0
36253,5
24179,3
35237,5
25518,3
2588,0
27527,3
4995,0
16112,1
27219,3
35209,5
960,0
5614,0
27394,3
936,0
16090,1
27383,3
9229,1
28328,5
18573,2
2484,0
9199,1
12615,1
9963,1
12547,1
6303,0
15436,1
34383,5
24832,3
18144,2
9934,1
21171,2
10042,1
13317,1
31936,5
33108,5
2334,0
14,0
170,0
15075,1
33919,5
11338,1
9513,1
1772,0
15287,1
27438,3
2324,0
22479,2
16677,1
23446,4
8918,0
23361,4
6195,0
29749,5
21012,2
20531,2
6533,0
29255,5
4756,0
18751,2
29031,5
5354,0
270,0
24882,3
19837,2
18575,2
26653,3
21314,2
11660,1
30587,5
28781,5
15864,1
25371,3
16523,1
12257,1
625,0
10620,1
12832,1
26225,3
32483,5
28644,5
25309,3
15996,1
24579,3
18942,2
6841,0
25756,3
22116,2
21555,2
23200,4
4578,0
378,0
14478,1
26326,3
9725,1
23424,4
360,0
26909,3
678,0
19292,2
4104,0
13128,1
3997,0
21018,2
24523,3
7645,0
9738,1
7314,0
12192,1
8854,0
26976,3
4038,0
26889,3
13739,1
34836,5
143,0
27172,3
3476,0
25568,3
15977,1
18466,2
30420,5
15833,1
22271,2
33232,5
23916,4
21842,2
35377,5
31525,5
1604,0
18046,2
5852,0
30721,5
29278,5
418,0
26279,3
28223,5
10933,1
34696,5
30696,5
17392,1
24327,3
12234,1
18429,2
6953,0
12717,1
36245,5
18867,2
28821,5
1688,0
4764,0
30561,5
36346,5
4450,0
11889,1
13334,1
27597,3
17007,1
10182,1
5748,0
6092,0
3820,0
22342,2
35197,5
33908,5
9392,1
29536,5
9556,1
31941,5
13454,1
8617,0
14538,1
32507,5
35224,5
26927,3
6279,0
10318,1
30004,5
11074,1
33049,5
15453,1
28605,5
26659,3
4543,0
7393,0
931,0
13183,1
1390,0
35634,5
9870,1
21955,2
9373,1
5840,0
17896,2
33940,5
25053,3
15460,1
14698,1
17972,2
27997,5
24304,3
14517,1
37178,5
16857,1
17649,2
28241,5
849,0
9086,1
36977,5
11789,1
35865,5
16209,1
26027,3
14177,1
34270,5
3889,0
26178,3
24402,3
11414,1
21054,2
21484,2
2633,0
17319,1
2046,0
30614,5
36437,5
6968,0
35649,5
1528,0
24659,3
7080,0
18999,2
14623,1
35066,5
982,0
16632,1
35414,5
20066,2
23211,4
32143,5
23109,2
9107,1
31651,5
30208,5
17744,2
12514,1
26322,3
12672,1
17108,1
32573,5
9451,1
19367,2
21629,2
26634,3
32574,5
27591,3
5889,0
16231,1
30260,5
12303,1
24874,3
2898,0
7654,0
13742,1
7611,0
34479,5
1305,0
36189,5
15306,1
30196,5
16412,1
31207,5
31915,5
14123,1
11638,1
34603,5
28830,5
18484,2
25985,3
29478,5
32987,5
2741,0
24497,3
21065,2
7707,0
25910,3
23673,4
27517,3
21794,2
23632,4
5486,0
15108,1
12030,1
30577,5
36147,5
17760,2
6116,0
31120,5
24078,4
8132,0
12881,1
32749,5
28007,5
15294,1
7202,0
28398,5
34612,5
32484,5
26648,3
30356,5
33847,5
21518,2
13154,1
25176,3
30591,5
31338,5
36721,5
3981,0
30125,5
27884,3
29025,5
31631,5
500,0
7250,0
34497,5
18253,2
29526,5
17624,2
8140,0
13866,1
17021,1
428,0
21756,2
22211,2
24682,3
33569,5
1980,0
8322,0
2981,0
33204,5
15110,1
19881,2
29564,5
39,0
5467,0
29899,5
31844,5
30182,5
28375,5
5552,0
9202,1
21163,2
23245,4
25453,3
14440,1
12343,1
6916,0
11415,1
29590,5
21950,2
33448,5
32666,5
27280,3
13840,1
31076,5
15197,1
16576,1
20044,2
7122,0
3613,0
17514,2
17961,2
27272,3
24193,3
34302,5
36089,5
14081,1
30676,5
1627,0
30582,5
9343,1
29026,5
27381,3
3378,0
16556,1
5406,0
5251,0
273,0
37223,5
7297,0
20501,2
29491,5
28904,5
13880,1
24442,3
28879,5
5633,0
7105,0
8043,0
14734,1
16002,1
2075,0
15387,1
14511,1
28164,5
6361,0
33779,5
15946,1
26147,3
22104,2
24870,3
17451,1
14682,1
35410,5
19769,2
31249,5
34424,5
13920,1
4901,0
24266,3
10074,1
3532,0
16681,1
3978,0
34007,5
19436,2
26145,3
15144,1
28395,5
6347,0
32718,5
16469,1
27551,3
5510,0
9177,1
18150,2
2513,0
24023,4
25846,3
15523,1
31340,5
34850,5
37040,5
21547,2
22748,2
23844,4
10360,1
14172,1
9345,1
30989,5
28762,5
4169,0
6345,0
9702,1
13593,1
25822,3
32798,5
4751,0
28645,5
23307,4
24444,3
37033,5
16149,1
14966,1
20670,2
7693,0
22353,2
15069,1
3693,0
5498,0
1941,0
29680,5
34440,5
4196,0
16259,1
16725,1
27276,3
15507,1
27960,5
29860,5
12330,1
14219,1
28754,5
19803,2
19281,2
18718,2
4082,0
16871,1
34924,5
31795,5
6696,0
32902,5
26723,3
16077,1
16076,1
9390,1
12964,1
30429,5
14933,1
14454,1
4647,0
33696,5
15428,1
34474,5
3285,0
21870,2
1122,0
10200,1
6568,0
21118,2
29124,5
11485,1
20810,2
27702,3
16722,1
25235,3
11377,1
20163,2
10978,1
31251,5
3026,0
22532,2
33901,5
31627,5
16387,1
7287,0
31903,5
26999,3
19709,2
34633,5
5106,0
28472,5
28890,5
37203,5
29787,5
19729,2
29126,5
11559,1
32164,5
34275,5
19188,2
17302,1
23500,4
36060,5
36586,5
23877,4
1073,0
19333,2
26715,3
14525,1
32911,5
19988,2
22726,2
36760,5
18552,2
17957,2
34198,5
9785,1
6767,0
24562,3
31028,5
30704,5
18763,2
16253,1
12437,1
18509,2
20112,2
34882,5
30853,5
9871,1
31173,5
11948,1
29440,5
9658,1
21769,2
970,0
29280,5
12657,1
13664,1
7826,0
36970,5
6138,0
24949,3
5397,0
5598,0
5326,0
3406,0
2070,0
27197,3
1516,0
10579,1
35170,5
5907,0
15116,1
5230,0
25824,3
37020,5
25199,3
26117,3
26351,3
26574,3
17492,1
28938,5
8599,0
8155,0
20071,2
22979,2
24842,3
10889,1
15913,1
12981,1
30726,5
1285,0
34789,5
30023,5
25705,3
23812,4
33739,5
29588,5
30194,5
18496,2
19338,2
12026,1
18640,2
5205,0
34254,5
17940,2
11946,1
19971,2
5095,0
1665,0
22637,2
8091,0
28862,5
24927,3
35857,5
12574,1
1857,0
3305,0
24340,3
21766,2
4967,0
26024,3
13413,1
27487,3
14019,1
22780,2
29245,5
2372,0
27555,3
22398,2
12318,1
14463,1
6972,0
33278,5
10591,1
13858,1
35207,5
8514,0
4294,0
19512,2
2563,0
8576,0
5505,0
7097,0
1487,0
27046,3
12561,1
33854,5
29555,5
33982,5
7554,0
29343,5
19247,2
3013,0
12412,1
1417,0
32249,5
6419,0
24276,3
16475,1
36907,5
31509,5
11901,1
21914,2
8764,0
3201,0
26870,3
16609,1
1306,0
35347,5
1664,0
10684,1
4544,0
18753,2
33090,5
23850,4
34945,5
30526,5
9854,1
20313,2
16811,1
25521,3
27123,3
17350,1
13944,1
34622,5
18692,2
24307,3
31357,5
4906,0
13709,1
36314,5
5263,0
34334,5
2609,0
24275,3
37218,5
26020,3
30012,5
8539,0
17172,1
29161,5
29824,5
27570,3
28470,5
31671,5
501,0
32062,5
27115,3
11708,1
11963,1
2768,0
23533,4
24586,3
15682,1
32459,5
205,0
36829,5
15450,1
28971,5
31908,5
29234,5
5301,0
21008,2
25641,3
28473,5
6958,0
2501,0
35929,5
9771,1
12612,1
5893,0
9150,1
11016,1
36309,5
4209,0
26588,3
1782,0
17587,2
5681,0
17282,1
3612,0
3730,0
27378,3
31380,5
7858,0
24228,3
21397,2
25462,3
12682,1
33528,5
7348,0
7306,0
552,0
6112,0
21083,2
35969,5
9972,1
30871,5
20187,2
16622,1
21496,2
5565,0
28120,5
12610,1
9670,1
4703,0
16736,1
6700,0
2957,0
522,0
5202,0
7335,0
1928,0
13577,1
26584,3
23410,4
5977,0
27213,3
3744,0
30940,5
35721,5
10601,1
14951,1
10721,1
35273,5
22559,2
34148,5
2995,0
20675,2
13818,1
36921,5
13762,1
4814,0
27217,3
7247,0
23756,4
23921,4
16451,1
9811,1
37294,5
34838,5
12219,1
28741,5
5647,0
11309,1
22753,2
2940,0
31096,5
1463,0
7941,0
11944,1
9309,1
18239,2
12432,1
6759,0
1755,0
6167,0
20706,2
1842,0
13966,1
23287,4
21866,2
26194,3
19256,2
22101,2
15846,1
5537,0
21578,2
13134,1
35325,5
283,0
25209,3
11426,1
26477,3
26168,3
9429,1
14287,1
4727,0
27815,3
9519,1
26596,3
29450,5
35135,5
13616,1
9900,1
27184,3
2301,0
4381,0
17507,2
21725,2
14855,1
6042,0
582,0
4813,0
34939,5
29746,5
36160,5
2646,0
17636,2
10336,1
14005,1
16502,1
3043,0
24323,3
4620,0
8076,0
34097,5
2587,0
11643,1
27161,3
36570,5
3683,0
28454,5
21183,2
16610,1
3083,0
5600,0
23428,4
18904,2
4600,0
14916,1
20537,2
8137,0
5628,0
10137,1
19850,2
30275,5
22488,2
8861,0
11115,1
514,0
13572,1
35363,5
6505,0
16020,1
18719,2
6575,0
33365,5
15474,1
2000,0
6115,0
20138,2
34076,5
3355,0
27519,3
1590,0
2914,0
14092,1
13286,1
4094,0
27485,3
27490,3
2305,0
23139,4
26922,3
10414,1
31817,5
15622,1
21127,2
18090,2
967,0
5618,0
17723,2
18617,2
23375,4
2263,0
3916,0
37264,5
9966,1
31688,5
29117,5
15897,1
16631,1
8707,0
28978,5
20147,2
1777,0
13121,1
22534,2
25768,3
36162,5
2840,0
22303,2
6837,0
11110,1
36550,5
3071,0
4895,0
4164,0
9908,1
180,0
35189,5
7435,0
30197,5
31336,5
23517,4
14388,1
8499,0
8994,0
24794,3
21698,2
36466,5
27461,3
33742,5
6268,0
35964,5
6571,0
20951,2
4121,0
32017,5
18397,2
25193,3
28108,5
10719,1
36482,5
20184,2
37190,5
31270,5
16964,1
29565,5
30119,5
25991,3
14459,1
26887,3
33737,5
